symbol,786-O,A-375,A-427,A-498,A-549,A-673,A2058,A2780,ACHN,BT-549,CCRF-CEM,COLO 205,Caki-1,Caov-3,DU145,EKVX,HCC2998,HCT 116,HCT 15,HDLM-2,HOP-62,HOP-92,HT-144,HT-29,Hs 578T,Huh-7,IGROV-1,K-562,KM12,L-1236,L-428,LOX-IMVI,LoVo,M14,MCF-7,MDA-MB-231,MDA-MB-436,MDA-MB-468,MMAc-SF,MOLT-4,MZ-MEL-7,NCI-H1650,NCI-H2122,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H520,NCI-H522,OCUB-M,OV-90,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PA-1,PC-3,RD,RKO,RPMI-7951,RPMI-8226,RXF 393L,SF268,SF295,SF539,SK-MEL-2,SK-MEL-28,SK-MEL-30,SK-MEL-5,SK-MES-1,SK-OV-3,SN12C,SNB-75,SR,SW620,SW837,T-47D,T98G,TC-71,TK-10,U-251MG,UACC-257,UACC-62,UO-31,UWB1.289,VCaP,WM115
CDK6,1,1,0,1,1,0,1,-1,2,0,0,0,1,1,1,2,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,2,2,0,0,-1,1,1,1,0,2,0,1,2,1,-1,1,1,1,0,2,0,-1,0,1,1,-2,1,1,1,1,1,-2,1,1,0,1,-1,-1,-1,1,1,1,0,-1,2,0,1,0,1,1,2,1,1,1
CDKN1A,0,-1,0,-1,-1,0,1,0,0,1,0,-1,-1,1,-1,-1,0,-1,0,-1,1,-1,0,-1,1,-1,-1,1,0,1,-1,1,0,0,-1,2,-1,1,-1,1,0,-1,-1,0,-1,-1,-1,-1,2,1,0,-1,1,0,-1,0,0,0,0,0,0,-1,1,0,1,0,-1,1,-1,-1,0,1,0,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1,0,1
CDKN1B,-1,0,1,-1,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,-1,0,1,1,0,0,0,0,0,-1,0,1,-1,0,0,1,0,0,0,-1,-1,0,-1,-1,-1,-1,0,1,0,-2,0,1,0,0,0,0,1,-1,-1,0
CDKN2A,-2,-2,-1,-2,-2,-2,-2,0,-2,1,-1,0,-2,-1,-1,-1,-1,0,0,2,-1,-1,-2,1,-1,-1,0,-2,0,1,-1,2,0,0,-2,-2,-1,-1,-1,0,0,-2,-2,-1,-1,-2,-2,1,0,-1,-1,1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,1,-1,-1,-1,-2,-2,-2,-1,1,-2,0,1,-1,-1,-1,-1,-2,-1,-2,0,-1,1,-2
CDKN2B,-2,-2,-1,-2,-2,-2,-2,0,-2,1,-1,0,-2,-1,-1,-1,-1,0,0,2,-1,-1,-2,1,-1,-1,0,-2,0,1,-1,2,0,0,-2,-2,-1,-1,-1,0,0,-2,-2,-1,-1,-2,-2,1,0,-1,-1,1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-2,-2,1,-1,-1,-1,-2,-2,-2,-1,1,-2,0,1,-1,-1,-1,-1,-2,-1,-2,0,-1,1,-2
CDKN2D,-1,1,0,0,-1,0,-2,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,2,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,1,0,1,0,1,1,1,-1,0,1,0,1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1
CDON,0,1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,-1,1,0,0,-1,1,-1,-1,1,0,-1,0,0,0,1,0,1,1,0,-1,1,-1,1,-1,0,0,1,-1,0,-1,1,-1,1,1,-1,1,-1,1,1,-1,0,1,0,0,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,2,0,-1,-2,-1,-1,-1,1,2,1,0
CEBPB,0,1,1,1,0,0,0,0,0,1,1,1,1,2,0,0,0,-1,0,-1,0,1,2,1,1,1,1,0,1,1,-1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,-1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,1,0,1,1,2,1,1,0,0,1,1,-2,1,1,1,1,0,1,-1,1,1,1,2,1,0
CER1,0,1,-1,1,0,-2,0,0,0,2,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,0,-1,0,1,-1,1,0,-1,-1,-2,-1,-1,-1,0,0,0,-1,0,-1,0,0,1,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,1,-1,-1,1,0,-1,0,-1,-1,0,-1,1,-1,-1,0,-1,1,-1
CFLAR,0,-1,0,1,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,-1,1,1,0,0,0,0,0,0,-2,0,0,0,1,-1,0,1,1,1,1,0,1,0,0,1,-1,0,0,2,0,1,0,1,1,0,1,0,1,0,-1,1,0,0,-1,0,1,0,-1,-1,1,1,0,0,1,-1,1,0,0
CFTR,1,1,0,1,1,0,1,-1,2,0,0,0,1,1,1,2,1,0,0,0,0,2,1,1,1,1,1,1,0,1,1,0,1,2,1,0,1,0,1,1,1,1,0,0,1,-1,1,-1,-1,1,1,0,2,0,-1,0,1,1,1,1,1,1,2,1,0,1,1,0,1,-1,-1,0,1,1,1,0,-1,0,0,1,0,1,2,2,1,1,1
CGA,0,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,0,0,-1,0,0,-1,0,1,0,-1,-1,0,0,0,1,0,0,0,0,1,-1,-1,1,0,1,0,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,-1,0,2,-1,-1,0,0,0
CHAD,0,0,1,1,1,0,0,0,1,-1,0,1,0,2,0,-1,0,1,0,2,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1,1,1,0,0,1,0,0,-1,1,0,1,-1,1,0,-1,1,1,0,1,1,0,-1,0,-1,1,1,-1,1,0,0,0,1,0,1,-1,0,0,0,1,0,1,1,1,0,0,-1,0,1,0
CHD8,0,-1,0,-1,0,0,0,0,0,-1,0,0,-1,2,1,0,0,0,0,0,0,1,0,-1,-1,1,-1,-1,0,-1,1,0,0,-1,-1,0,1,-1,-1,0,0,-1,1,0,1,1,1,-1,-1,-1,0,-1,-1,1,1,0,1,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,-1,-1,0,-2,-1,-1,0,-1,1,0,0
CHEK1,0,1,-1,-1,-1,1,0,0,0,0,0,0,-1,-1,0,-1,1,0,0,-1,1,-1,-1,1,0,-1,0,0,0,1,0,1,1,0,-1,1,-1,1,-1,0,0,1,-1,0,-1,1,-1,1,1,-1,0,-1,1,1,-1,0,1,0,0,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,2,0,-1,-2,-1,-1,-1,1,2,1,0
CHEK2,0,-1,-1,-1,-1,0,0,0,0,-1,0,0,-1,2,-1,0,0,0,0,-1,-1,-1,0,1,1,1,0,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1,0,-1,-1,0,0,-1,1,0,-1,1,0,1,0,0,-1,-1,0,-1,-1,-1,0,0,-1,-1,1,1,-1,-1,0,0
CHRD,0,-1,2,-1,-1,0,1,0,0,0,0,1,1,2,1,-1,0,0,0,-1,-2,1,1,0,1,0,-1,0,0,-1,0,0,0,1,0,0,-1,-1,-1,0,1,0,0,0,1,1,-1,1,1,1,0,1,0,1,-1,0,0,0,0,1,1,-1,-1,0,1,1,1,1,1,1,0,-1,1,0,-1,0,2,1,-1,0,1,-1,1,1,2,0,0
CHRM1,0,-1,1,-1,0,1,0,0,0,-1,0,0,0,1,0,0,0,-1,0,0,-1,0,-1,1,1,1,0,0,0,-1,-1,1,1,0,-1,0,1,1,1,0,-1,0,-1,0,-1,1,-1,1,1,1,1,-1,0,1,1,0,1,0,1,0,1,-1,1,-1,-1,-1,-1,1,-1,0,2,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,1,1,0,0
CHRM2,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,2,0,1,2,1,1,1,0,1,1,1,0,-1,0,1,-1,1,-1,-1,1,1,0,2,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,0,1,1,1,0,-1,0,0,1,1,1,1,2,1,1,1
CHRM3,0,2,-1,1,1,-2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,-1,0,1,1,1,0,2,1,1,-1,0,1,2,1,1,-1,0,1,1,0,1,0,1,0,0,-1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1
CHRM5,0,0,-1,0,1,0,0,0,0,-1,0,1,0,-1,1,1,0,0,-2,0,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,1,0,-1,-1,0,-1,1,0,1,1,1,-1,0,1,1,1,0,0,1,0,-1,1,-1,0,1,0,0,1,-1,0,0,-1,1,0,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,-1,1,1,1,0,-2,-1,0,0
CHUK,0,0,0,1,0,0,-1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,1,-1,1,-1,0,1,0,0,0,0,-1,1,0,-1,-1,1,-1,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-1,-1,-1,-1,0,-1
CIR1,0,-1,0,1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,-1,0,0,2,0,1,0,1,-1,0,1,0,1,0,-1,2,0,0,-1,0,1,0,-1,2,1,1,0,1,1,-1,1,0,0
CISH,0,-1,0,-1,-1,-2,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,-1,1,-1,-1,-1,0,0,-1,0,0,0,-2,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,-1,0,0,-1,1,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,0,1,-1
CLEC1B,-1,1,2,-1,0,0,0,0,1,0,0,0,1,1,-1,1,0,0,0,2,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,-1,0,1,0,0,0,0,1,0,-1,0,0,-1,1,0,1,0,0,0,-1,0,0,-1,-1,-1,-1,0,1,0,-2,0,-1,0,0,1,1,1,-1,1,0
CLEC4D,-1,0,2,-1,0,0,-1,0,1,0,0,0,1,1,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,1,0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,1,0,-2,0,-1,0,0,0,1,1,-1,1,0
CLEC4E,-1,0,2,-1,0,0,-1,0,1,0,0,0,1,1,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,1,0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,1,0,-2,0,-1,0,0,0,1,1,-1,1,0
CLEC4M,-1,-1,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,0,1,0,1,1,1,-1,0,1,0,1,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,-1,-1
CLEC6A,-1,0,2,-1,0,0,-1,0,1,0,0,0,1,1,-1,0,0,0,0,2,1,-1,0,0,-1,1,0,-1,-1,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,1,0,1,0,0,0,0,1,0,-1,0,0,-1,0,0,1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,1,0,-2,0,-1,0,0,2,1,1,-1,1,0
CLEC7A,-1,1,2,-1,0,0,0,0,1,0,0,0,1,1,-1,1,0,0,0,2,1,-1,0,0,-1,1,0,-1,0,1,1,1,1,0,-1,-1,1,-1,0,0,0,0,-1,0,1,1,-1,-1,0,1,0,0,0,0,0,0,-1,0,0,-1,1,0,1,0,0,0,-1,0,0,-1,-1,-1,-1,0,1,0,-2,0,0,0,0,1,1,1,-1,1,0
CLIP1,-1,0,0,-1,0,0,0,0,1,-1,0,1,1,1,0,-1,0,0,0,-1,-1,-1,0,0,-1,-1,0,0,1,-1,0,1,1,1,-1,0,0,-1,0,0,0,0,1,0,1,-1,1,0,-1,1,1,-1,-1,0,1,0,1,0,1,-1,0,-1,-1,0,0,-1,0,0,1,1,0,1,-1,0,0,0,1,-1,0,0,0,-2,0,1,1,1,0
CNR1,0,-1,0,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,0,0,-1,1,0,0,-1,-1,-1,1,1,-1,-1,0,0,-1,0,0,-1,0,1,0,-1,-1,0,0,0,1,0,0,0,0,1,-1,-1,1,0,1,0,0,-1,-1,1,0,-1,1,0,0,-1,-1,-1,0,-1,0,-1,-1,-1,0,0,0
CNTF,0,1,1,-1,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,0,1,1,-1,0,0,0,0,0,1,1,0,-1,0,1,1,1,0,0,1,-1,0,-1,-1,-1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,-1,1,0,-1,-1,-1,1,-1,0,1,0,-1,0,1,0,1,0,-1,-1,0,0,-1,1,1,0,0
CNTFR,0,0,-1,0,0,0,0,0,-1,1,0,0,-1,-1,1,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,1,1,0,-1,-1,0,0,2,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,0,0,-1,-1,1,0,1,0,1,-1,-1,-1,2,-1,1,0,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,1,1
COL1A1,0,0,1,1,1,0,0,0,1,-1,0,1,0,2,0,-1,0,1,0,0,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,-1,0,-1,-1,0,1,0,0,1,0,0,-1,1,0,1,-1,1,0,-1,1,1,0,1,1,0,-1,0,-1,1,1,-1,1,0,0,0,1,0,1,-1,0,0,0,1,0,1,1,1,-1,0,-1,0,1,0
COL1A2,1,1,0,1,1,0,1,-1,2,0,0,0,1,2,1,2,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,2,2,0,0,-1,1,1,1,0,2,0,1,-1,0,-1,1,1,1,0,2,0,-1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,-1,1,1,1,0,-1,2,0,1,0,1,1,2,1,1,1
COL2A1,-1,0,1,-1,0,0,0,0,1,-1,0,0,1,1,0,-1,0,-1,0,-1,-1,0,0,0,-1,1,0,0,0,1,1,1,1,1,1,-1,-1,-1,2,0,0,0,-1,1,1,0,1,0,0,1,1,1,0,0,-1,0,1,0,1,-1,0,0,0,0,-1,-1,-1,0,0,-1,0,1,-1,0,1,0,1,-1,1,0,-1,-1,0,1,1,1,-1
COL3A1,0,-1,0,1,0,0,0,0,1,-1,0,0,0,0,-1,-1,0,0,0,2,1,1,1,1,1,0,0,-1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,2,0,0,0,-1,1,-1,0,0,2,-1,1,1,2,1,0,1,0,1,0,-1,1,1,0,-1,0,1,0,-1,-1,1,1,0,1,1,0,1,0,0
COL4A1,-1,2,-1,-1,-1,-1,1,0,0,1,0,1,1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,-1,-1,1,-1,-1,-1,1,0,1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,0,2,1,-1,1,-1,-1,-1,2,-1
COL4A2,-1,1,-1,-1,-1,-1,1,0,0,1,0,1,1,-1,-1,-1,1,0,0,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,0,-1,-1,1,-1,-1,-1,1,0,1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,0,2,1,-1,1,-1,-1,-1,2,-1
COL4A3,0,-1,0,-1,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,0,-1,0,-1,1,1,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,-1,1,-1,0,0,2,0,1,-1,-1,1,0,1,0,1,0,0,1,2,0,-1,0,0,0,-1,1,0,1,0,1,1,0,-1,0,0
COL4A4,0,-1,0,-1,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,0,-1,0,-1,1,1,0,0,-1,-1,-1,-1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,-1,1,-1,0,0,2,0,1,-1,-1,1,0,1,0,1,0,0,1,0,0,-1,0,0,0,-1,1,0,1,0,1,1,0,-1,0,0
COL6A1,0,-1,0,1,-1,0,0,0,-1,-1,0,-1,-1,1,1,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,0,1,0,0,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,0,0,0,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,0,1,1,-1,-1,-1,-1,1,-1,1,-1
COL6A2,0,-1,0,1,-1,0,0,0,-1,-1,0,-1,-1,1,1,-1,0,-1,0,-1,0,-1,-1,-1,0,-1,-1,1,-1,-1,-1,1,0,1,0,0,-1,1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,0,0,0,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,1,0,-1,0,0,1,1,-1,-1,-1,-1,1,-1,1,-1
COL6A3,0,-1,0,-1,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,1,-1,0,0,-1,-1,0,-1,0,0,0,0,1,-1,0,0,1,1,1,0,1,-1,-1,1,1,0,0,2,1,1,-2,-1,1,0,1,-1,1,0,0,1,0,0,-1,0,0,0,-1,1,1,1,0,0,1,-1,-1,0,0
COL6A5,0,0,1,-1,-1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,-1,-1,0,0,0,-1,0,-1,0,-1,-1,0,-1,0,1,0,0,0,1,-1,-1,2,-1,1,0,1,1,0,1,-2,-1,0,0,1,0,-1,-1,0,1,1,1,1,0,1,0,-1,1,0,0,0,0,-1,-1,0,0,-1,2,1,1,0,0
COL6A6,0,0,1,-1,-1,0,0,0,0,0,0,1,1,1,-1,-1,0,0,0,0,0,1,1,1,1,1,-1,-1,0,0,0,-1,0,1,0,-1,-1,0,-1,0,1,0,0,0,1,-1,-1,2,-1,1,0,1,1,0,1,0,-1,0,0,1,0,-1,-1,0,1,1,1,1,0,1,0,-1,1,0,0,0,0,-1,-1,0,0,1,2,1,1,0,0
COL9A1,0,-1,-1,-1,-1,0,0,0,0,1,0,-1,-1,1,-1,2,0,0,0,0,1,-1,-1,0,-1,1,-1,0,0,0,1,1,0,-1,-1,1,-1,1,-1,-1,0,-1,-1,0,1,0,0,1,0,-1,-1,0,0,0,2,0,0,0,-1,1,2,-1,1,0,1,0,0,-1,-1,1,1,1,0,0,0,0,1,-1,0,-1,0,2,-1,0,0,0,0
COL9A2,0,0,0,-1,-1,0,0,0,-1,1,0,0,0,2,-1,2,0,-1,0,-1,-1,0,-1,0,1,-1,-1,1,0,0,-1,0,0,1,-1,-1,1,1,-1,0,0,0,-1,0,-1,-1,-1,2,1,0,0,-1,0,0,-1,0,0,1,0,0,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,-1,0,-1,-1,1,1,1,1,0,-1,0,0,-1
COL9A3,0,1,1,1,-1,0,0,0,0,1,1,1,1,2,-1,1,0,-1,0,-1,-1,1,2,1,1,1,1,0,1,0,0,1,0,1,-1,1,-1,-1,1,1,1,1,1,0,2,1,1,-2,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
COMP,-1,1,0,0,-1,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-2,-1,-1,0,-1,0,1,0,0,-1,0,0,-1,0,-1,-1,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,-1,-1,1,0,-1,0,1,1,1,-1,0,1,0,1,1,-1,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,1,1,-1
COP1,0,1,1,1,0,0,1,1,1,1,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,1,0,0,0,-1,2,0,0,1,1,-1,2,0,-1,0,0,1,1,1,1,1,0,0,1,1,-1,0,-2,1,-1,-1,1,-1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0
CPT1A,0,0,1,-1,0,1,0,0,0,-1,0,0,0,1,0,2,1,-1,0,-1,-1,1,-1,1,1,2,0,0,0,-1,-1,1,1,0,1,1,-1,1,1,0,-1,0,-1,0,2,1,-1,0,1,1,1,-1,0,1,1,0,1,0,1,0,1,1,1,1,-1,-1,1,2,2,1,2,0,-1,0,1,0,1,0,0,2,-1,-1,-1,1,1,1,0
CPT1B,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,-1,-1,1,-1,0,0,0,0,-1,-1,-1,0,-1,1,1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,-1,1,0,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,1,0,-1,0,-1,0,0,-1,0,0,-1,1,-1,-1,1,0,1,-1,0,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1
CPT1C,-1,0,0,1,1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,0,1,0,1,0,0,-1,1,-1,0,0,0,-1,0,-1,0,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,-1,0,1,1,0,0,0,1,-1,1,1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,1,-1
CPT2,0,-1,0,-1,-1,0,0,0,-1,1,0,0,0,2,-1,2,0,-1,0,-1,-1,0,-1,-1,1,-1,0,1,0,0,-1,0,0,1,-1,-1,1,1,-1,0,0,0,-1,1,0,-1,-1,-1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,1,1,1,1,0,0,-1,0,0,0
CREB1,0,-1,0,1,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,0,1,0,0,-1,0,-1,1,1,0,0,0,-1,-1,0,0,0,0,0,1,-1,0,1,1,1,1,0,1,0,0,1,-1,0,0,1,0,1,0,1,1,0,1,0,1,0,-1,1,0,0,-1,0,1,0,-1,-1,1,1,0,1,1,-1,-1,0,0
CREB3,0,0,-1,0,0,0,0,0,-1,1,0,0,-1,1,1,-1,0,-1,0,0,-1,0,-1,-1,-1,1,0,-1,-1,1,1,1,0,-1,-1,0,0,2,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,0,-1,0,-1,0,0,0,-1,-1,1,0,1,0,1,-1,-1,-1,2,-1,1,0,-1,0,-1,-1,0,-1,1,-1,-1,-1,-1,1,0
CREB3L1,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,1,-1,-1,-1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,-1,0,-1,-1,-1,1,1,1,1,1,-1,1,-1,0,1,0,0,-1,-1,1,1,0,-1,-1,-1,-1,0,1,0,1,-1,0,1,0,1,0,-1,-1,1,-1,-1,1,1,-1,0
CREB3L2,1,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,1,1,1,1,1,1,1,0,2,0,1,2,1,1,1,0,1,1,1,0,-1,0,1,-1,1,-1,-1,1,1,0,2,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,-1,-1,0,1,1,1,0,-1,0,0,1,1,1,1,2,1,1,1
CREB3L3,-1,-1,0,0,-1,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,-2,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,1,-1,0,-1,0,1,-1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1
CREB3L4,0,1,1,1,-1,0,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-1,0,1,1,1,-1,1,0,1,0,1,0,0,1,1,1,2,-1,0,1,0,0,1,0,1,1,1,-1,0,-1,1,1,1
CREB5,1,0,1,1,0,0,1,0,1,1,0,0,1,-1,1,2,1,0,0,-1,0,1,1,1,1,0,1,0,0,0,-1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,-1,0,2,1,-1,0,1,2,0,1,1,1,1,1,1,1,0,-1,1,1,-1,0,1,1,1,0,2,1,0,1,1,1,1,1,-1,0,1
CREBBP,0,-1,0,1,-1,0,0,0,1,-1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,-1,-1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,0,0,0,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,0
